722.590,39,4720.655,630.632,0.469,4720.544,628.770,0.397,4720.794,632.962,0.404,4.200,26.746,2.415,394,2,>
722.600,39,4720.642,630.364,0.470,4720.531,628.503,0.397,4720.780,632.695,0.405,4.200,26.765,2.226,394,2,>
722.610,39,4720.629,630.097,0.470,4720.519,628.235,0.397,4720.767,632.428,0.407,4.200,26.784,1.875,394,2,>
722.620,39,4720.616,629.829,0.471,4720.506,627.967,0.398,4720.752,632.160,0.408,4.200,26.800,1.513,394,2,>
722.630,39,4720.602,629.562,0.472,4720.494,627.700,0.398,4720.738,631.893,0.410,4.200,26.814,1.420,394,2,>
722.640,39,4720.589,629.294,0.473,4720.482,627.432,0.399,4720.723,631.625,0.411,4.200,26.828,1.541,394,2,>
722.650,39,4720.576,629.026,0.474,4720.471,627.164,0.400,4720.708,631.357,0.412,4.200,26.840,1.356,394,2,>
722.660,39,4720.562,628.758,0.475,4720.460,626.895,0.400,4720.692,631.089,0.414,4.200,26.850,1.357,394,2,>
722.670,39,4720.549,628.490,0.475,4720.449,626.627,0.401,4720.677,630.821,0.415,4.200,26.858,1.618,394,2,>
722.680,39,4720.536,628.221,0.476,4720.438,626.359,0.402,4720.661,630.553,0.416,4.200,26.866,1.845,394,2,>
722.690,39,4720.523,627.953,0.477,4720.428,626.090,0.403,4720.645,630.284,0.417,4.200,26.870,1.778,394,2,>
722.700,39,4720.511,627.684,0.478,4720.418,625.822,0.404,4720.629,630.016,0.418,4.200,26.872,1.892,394,2,>
722.710,39,4720.498,627.416,0.479,4720.409,625.553,0.405,4720.613,629.748,0.419,4.200,26.873,2.172,394,2,>
722.720,39,4720.486,627.147,0.480,4720.400,625.284,0.406,4720.597,629.480,0.420,4.200,26.872,2.344,394,2,>
722.730,39,4720.474,626.879,0.481,4720.391,625.016,0.407,4720.581,629.211,0.421,4.200,26.870,2.408,394,2,>
722.740,39,4720.462,626.611,0.482,4720.383,624.747,0.408,4720.565,628.943,0.422,4.200,26.867,2.606,394,2,>
722.750,39,4720.451,626.342,0.483,4720.375,624.479,0.410,4720.549,628.675,0.423,4.200,26.864,2.839,394,2,>
722.760,39,4720.440,626.074,0.484,4720.367,624.210,0.411,4720.534,628.407,0.424,4.200,26.861,3.041,394,2,>
722.770,39,4720.429,625.805,0.485,4720.360,623.942,0.412,4720.518,628.139,0.425,4.200,26.857,3.173,394,2,>
722.780,39,4720.418,625.537,0.486,4720.353,623.673,0.413,4720.503,627.870,0.426,4.200,26.854,3.365,394,2,>
722.790,39,4720.408,625.269,0.487,4720.347,623.405,0.414,4720.488,627.602,0.426,4.200,26.850,3.510,394,2,>
722.800,39,4720.398,625.001,0.487,4720.341,623.136,0.415,4720.473,627.334,0.427,4.200,26.847,3.607,394,2,>
722.810,39,4720.388,624.732,0.488,4720.335,622.868,0.416,4720.459,627.066,0.428,4.200,26.844,3.721,394,2,>
722.820,39,4720.379,624.464,0.489,4720.330,622.599,0.417,4720.444,626.798,0.428,4.200,26.841,3.894,394,2,>
722.830,39,4720.370,624.196,0.489,4720.326,622.331,0.418,4720.430,626.530,0.428,4.200,26.838,4.017,394,2,>
722.840,39,4720.362,623.928,0.490,4720.322,622.063,0.419,4720.416,626.262,0.428,4.200,26.835,4.063,394,2,>
722.850,39,4720.354,623.659,0.490,4720.318,621.794,0.420,4720.403,625.994,0.429,4.200,26.832,4.154,394,2,>
722.860,39,4720.346,623.391,0.491,4720.315,621.526,0.421,4720.390,625.725,0.429,4.200,26.828,4.284,394,2,>
722.870,39,4720.339,623.123,0.491,4720.312,621.258,0.422,4720.377,625.457,0.428,4.200,26.825,4.306,394,2,>
722.880,39,4720.332,622.855,0.491,4720.310,620.990,0.422,4720.365,625.189,0.428,4.200,26.823,4.324,394,2,>
722.890,39,4720.325,622.587,0.492,4720.308,620.721,0.423,4720.353,624.921,0.428,4.200,26.821,4.508,394,2,>
722.900,39,4720.320,622.318,0.492,4720.307,620.453,0.423,4720.341,624.653,0.428,4.200,26.821,4.791,394,2,>
722.910,39,4720.314,622.050,0.492,4720.306,620.185,0.424,4720.330,624.385,0.428,4.200,26.821,4.812,394,2,>
722.920,39,4720.309,621.782,0.492,4720.305,619.917,0.424,4720.320,624.117,0.427,4.200,26.823,4.758,394,2,>
722.930,39,4720.305,621.514,0.492,4720.306,619.649,0.425,4720.310,623.849,0.427,4.200,26.826,4.963,394,2,>
722.940,39,4720.301,621.246,0.492,4720.306,619.380,0.425,4720.300,623.580,0.427,4.200,26.830,5.257,394,2,>
722.950,39,4720.297,620.977,0.492,4720.307,619.112,0.426,4720.291,623.312,0.426,4.200,26.835,5.322,394,2,>
722.960,39,4720.294,620.709,0.492,4720.309,618.844,0.426,4720.283,623.044,0.426,4.200,26.840,5.364,394,2,>
722.970,39,4720.292,620.441,0.493,4720.311,618.575,0.427,4720.275,622.775,0.426,4.200,26.847,5.696,394,2,>
722.980,39,4720.290,620.172,0.493,4720.313,618.307,0.427,4720.267,622.507,0.426,4.200,26.854,5.938,394,2,>
722.990,39,4720.289,619.904,0.493,4720.317,618.038,0.428,4720.261,622.238,0.426,4.200,26.862,5.779,394,2,>
723.000,39,4720.288,619.635,0.493,4720.320,617.770,0.428,4720.254,621.969,0.426,4.200,26.870,5.662,394,2,>
723.010,39,4720.288,619.366,0.494,4720.325,617.501,0.429,4720.249,621.700,0.426,4.200,26.878,5.940,394,2,>
723.020,39,4720.288,619.097,0.494,4720.329,617.232,0.429,4720.244,621.431,0.426,4.200,26.886,6.177,394,2,>
723.030,39,4720.289,618.828,0.494,4720.335,616.964,0.429,4720.239,621.162,0.426,4.200,26.894,6.056,394,2,>
723.040,39,4720.291,618.559,0.495,4720.341,616.695,0.430,4720.235,620.893,0.427,4.200,26.901,5.935,394,2,>
723.050,39,4720.293,618.290,0.495,4720.348,616.426,0.430,4720.232,620.624,0.427,4.200,26.908,6.074,394,2,>
723.060,39,4720.296,618.021,0.495,4720.355,616.157,0.431,4720.230,620.355,0.427,4.200,26.915,6.055,394,2,>
723.070,39,4720.300,617.752,0.496,4720.363,615.888,0.431,4720.227,620.086,0.428,4.200,26.921,5.836,394,2,>
723.080,39,4720.304,617.483,0.496,4720.371,615.619,0.431,4720.226,619.816,0.429,4.200,26.926,5.865,394,2,>
723.090,39,4720.308,617.214,0.497,4720.380,615.350,0.432,4720.225,619.547,0.429,4.200,26.931,6.025,394,2,>
723.100,39,4720.314,616.944,0.497,4720.390,615.081,0.432,4720.225,619.277,0.430,4.200,26.936,5.854,394,2,>
723.110,39,4720.319,616.675,0.497,4720.401,614.811,0.432,4720.225,619.008,0.430,4.200,26.939,5.723,394,2,>
